name,manufacturer,type,prod_name,nm,clock,b_clock,sp,PCIe,gddr,memory_c,memory_v,memory_b,etc,price
MSI 지포스 GTX1060 아머 OC D5 3GB,MSI,vga,GTX1060,16,1544,1759,1152,3.0x16,5,8008,3,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 정격파워 400W 이상 / 2개 팬 / 275mm,251680
갤럭시 BOY 지포스 GTX1050 Ti OC D5 4GB,갤럭시,vga,GTX1050Ti,14,1303,1417,768,3.0x16,5,7008,4,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 300W 이상 / 전원부: 3페이즈 / 1개 팬 / 181mm,170000
갤럭시 GALAX 지포스 RTX 2080 BLACK LABEL D6 8GB,갤럭시,vga,RTX2080,12,1515,1710,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 225W / 정격파워 650W / 전원부: 10페이즈 / 2개 팬 / 268mm / 백플레이트 / LED 라이트,998100
갤럭시 GALAX 지포스 GTX1070 Ti GAMER OC D5 8GB,갤럭시,vga,GTX1070Ti,16,1607,1683,2432,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 전원부: 5+2페이즈 / 2개 팬 / 270mm / 백플레이트,732440
PALIT 지포스 GTX1070 Ti DUAL D5 8GB,PALIT,vga,GTX1070Ti,16,1607,1683,2432,3.0x16,5,NA,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 2개 팬 / 252mm,680000
XFX 라데온 RX Vega 56 HBM2 8GB,XFX,vga,RXVega56,14,1156,1471,3584,NA,NA,NA,8,2048,HDMI / DP / 최대 모니터 4개 / 최대 210W / 정격파워 750W 이상 / 2개 팬 / 290mm / 백플레이트,545100
ZOTAC AMP 지포스 GTX1070 Ti D5 8GB,ZOTAC,vga,GTX1070Ti,16,1607,1683,2432,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 전원부: 11페이즈 / 2개 팬 / 300mm / 백플레이트 / LED 라이트 / SPECTRA,671490
COLORFUL 지포스 GTX1060 REVENGE V2 D5 3GB,COLORFUL,vga,GTX1060,16,1519,1734,1152,3.0x16,5,8008,3,192,DVI / HDMI / DP / 최대 모니터 3개 / 최대 120W / 전원부: 3페이즈 / 2개 팬 / 233mm,206500
GAINWARD 지포스 GT730 D3 1GB SilentFX 디앤디컴,GAINWARD,vga,GT730,28,902,NA,384,2.0x16,3,1800,1,64,DVI / HDMI / 정격파워 300W 이상 / 1개 팬 / 115mm,58400
갤럭시 BOY 지포스 GTX1070 V3 OC D5 8GB,갤럭시,vga,GTX1070,16,1518,1708,1920,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 150W / 정격파워 500W 이상 / 전원부: 5+2페이즈 / 2개 팬 / 296mm / 백플레이트 / LED 라이트,607350
PALIT 지포스 GTX1050 Ti DUAL OC D5 4GB,PALIT,vga,GTX1050Ti,14,1366,1480,768,3.0x16,5,7000,4,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 85W / 정격파워 300W 이상 / 전원부: 3페이즈 / 2개 팬 / 216mm,168000
MANLI 지포스 GTX1070 Ti Gallardo D5 8GB,MANLI,vga,GTX1070Ti,NA,1607,1683,2432,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 3개 팬 / 308mm / 백플레이트 / LED 라이트,578000
MSI 지포스 GTX1060 게이밍 X D5 3GB 트윈프로져6,MSI,vga,GTX1060,16,1594,1809,1152,3.0x16,5,8108,3,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 정격파워 400W 이상 / 전원부: 6페이즈 / 2개 팬 / 277mm / 백플레이트 / LED 라이트 / MYSTIC LIGHT,348930
EVGA 지포스 GTX1060 SSC GAMING D5 6GB,EVGA,vga,GTX1060,16,1607,1835,1280,3.0x16,5,8008,6,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 정격파워 400W 이상 / 전원부: 5페이즈 / 2개 팬 / 266.7mm,354000
GIGABYTE 지포스 GTX1070 Ti UDV D5 8GB 윈드포스,GIGABYTE,vga,GTX1070Ti,NA,1607,1683,2432,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 500W 이상 / 전원부: 8페이즈 / 2개 팬 / 280mm,590000
이엠텍 지포스 GTX780 D5 3GB,이엠텍,vga,GTX780,28,863,902,2304,3.0x16,5,6008,3,384,DVI / HDMI / DP / 최대 250W / 정격파워 600W 이상 / 1개 팬 / 267mm,500000
GAINWARD 지포스 RTX 2070 Phantom GLH D6 8GB,GAINWARD,vga,RTX2070,12,1415,1815,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 215W / 정격파워 550W 이상 / 전원부: 10페이즈 / 3개 팬 / 292mm / 백플레이트 / LED 라이트,725100
ZOTAC AMP 지포스 GTX1080 Ti D5X 11GB,ZOTAC,vga,GTX1080Ti,16,1569,1683,3584,3.0x16,5,11010,11,352,DVI / HDMI / DP / 최대 모니터 4개 / 최대 270W / 정격파워 600W 이상 / 전원부: 18페이즈 / 2개 팬 / 300mm / 백플레이트,1743870
AXLE 지포스 GT710 D3 1GB LP,AXLE,vga,GT710,28,954,NA,192,2.0x8,3,1330,1,64,DVI / HDMI / 최대 모니터 2개 / 최대 19W / 정격파워 300W 이상 / 1개 팬 / 145mm,43000
PowerColor 라데온 RX 550 D5 2GB 레드드래곤 디앤디컴,PowerColor,vga,RX550,14,NA,1190,512,3.0x8,5,7000,2,128,DVI / HDMI / DP / 최대 모니터 3개 / 정격파워 400W 이상 / 전원부: 3페이즈 / 1개 팬 / 225mm,116000
갤럭시 GALAX Hall Of Fame SLI 브릿지 대교 8,갤럭시,vga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Way,40140
SAPPHIRE 라데온 RX Vega 56 NITRO+ Limited Edition HBM2 8GB Turbine-X,SAPPHIRE,vga,RXVega56,14,1305,1572,3584,NA,NA,NA,8,2048,HDMI / DP / 최대 모니터 4개 / 최대 295W / 정격파워 750W 이상 / 3개 팬 / 310mm / 백플레이트 / LED 라이트 / NITRO GLOW,1289240
GIGABYTE 지포스 GTX1070 UDV D5 8GB 미니미,GIGABYTE,vga,GTX1070,16,1531,1721,1920,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 500W 이상 / 전원부: 6페이즈 / 1개 팬 / 170mm,509500
GIGABYTE 지포스 G210 D3 1GB Silent 0dB,GIGABYTE,vga,G210,40,520,NA,16,2.0x16,NA,NA,NA,NA,1200MHz / 1GB / 64-bit / DVI / HDMI / 최대 모니터 2개 / 최대 30.5W / 정격파워 300W 이상 / 무소음 / 145mm,37700
COLORFUL 지포스 GTX1050 토마호크 OC D5 3GB,COLORFUL,vga,GTX1050,14,1392,1518,768,3.0x16,5,7000,3,96,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 300W 이상 / 2개 팬 / 237mm,139000
GIGABYTE 지포스 GTX1080 Ti AORUS Xtreme D5X 11GB 워터포스,GIGABYTE,vga,GTX1080Ti,16,1607,1721,3584,3.0x16,5,11232,11,352,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 600W 이상 / 전원부: 14페이즈 / 1개 팬 / 267mm / 백플레이트 / 수냉 장착 지원 / LED 라이트 / RGB FUSION,2356520
GIGABYTE 라데온 RX 560 Gaming D5 4GB,GIGABYTE,vga,RX560,14,1287,1300,1024,3.0x8,5,7000,4,128,DVI / HDMI / DP / 최대 모니터 3개 / 정격파워 400W 이상 / 전원부: 5페이즈 / 2개 팬 / 190mm,196000
리드텍 WinFast 지포스 RTX 2070 D6 8GB,리드텍,vga,RTX2070,12,1410,1620,2304,3.0x16,6,14000,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 175W / 정격파워 550W 이상 / 전원부: 6+2페이즈 / 1개 팬 / 267mm,626600
갤럭시 GALAX 지포스 RTX 2080 Ti BLACK LABEL OC D6 11GB,갤럭시,vga,RTX2080Ti,12,1350,1620,4352,3.0x16,6,14000,11,352,HDMI / DP / USB Type-C / 최대 260W / 정격파워 650W / 전원부: 13+3페이즈 / 2개 팬 / 268mm / 백플레이트 / LED 라이트,1709820
ZOTAC 지포스 GTX1050 Ti DUALSILENCER OC D5 4GB,ZOTAC,vga,GTX1050Ti,14,1392,1506,768,3.0x16,5,7000,4,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 300W 이상 / 2개 팬 / 174mm / 2018년 2월 6일 쿨러 구조 변경,403330
GIGABYTE 라데온 RX Vega 56 HBM2 8GB,GIGABYTE,vga,RXVega56,14,1156,1471,3584,3.0x16,NA,NA,NA,NA,8GB / 2048-bit / HDMI / DP / 최대 모니터 4개 / 최대 210W / 정격파워 650W 이상 / 280mm / 백플레이트,770650
GIGABYTE AORUS SLI HB 브릿지 L,GIGABYTE,vga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LED 라이트 / RGB FUSION / 2-Way,25300
GAINWARD 지포스 RTX 2080 피닉스 GS D6 8GB,GAINWARD,vga,RTX2080,12,1515,1815,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 225W / 정격파워 650W 이상 / 전원부: 10페이즈 / 3개 팬 / 302mm / 백플레이트 / LED 라이트,1008000
이엠텍 XENON 지포스 GTX1050 Ti STORM X Nano D5 4GB,이엠텍,vga,GTX1050Ti,14,1290,1392,768,3.0x16,5,7000,4,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 300W 이상 / 전원부: 3페이즈 / 1개 팬 / 166mm,174100
PALIT 지포스 GTX1080 Ti Super JETSTREAM D5X 11GB,PALIT,vga,GTX1080Ti,16,1556,1670,3584,3.0x16,5,11000,11,352,DVI / HDMI / DP / 최대 모니터 4개 / 최대 300W / 정격파워 600W 이상 / 전원부: 12페이즈 / 2개 팬 / 285mm / 백플레이트 / LED 라이트 / RGB LIGHTING,999900
COLORFUL 지포스 GT1030 REVENGE D5 2GB,COLORFUL,vga,GT1030,14,1227,1468,384,3.0x4,5,6000,2,64,DVI / HDMI / 최대 30W / 전원부: 3페이즈 / 1개 팬 / 177mm,84000
갤럭시 GALAX 지포스 GT730 EX OC D5 1GB LP,갤럭시,vga,GT730,28,954,NA,384,2.0x16,5,5000,1,64,DVI / HDMI / 최대 모니터 3개 / 정격파워 300W 이상 / 1개 팬 / 145mm,63500
GAINWARD 지포스 GTX1070 피닉스 GS D5 8GB 디앤디컴,GAINWARD,vga,GTX1070,16,1632,1835,1920,3.0x16,5,8000,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 150W / 정격파워 500W 이상 / 전원부: 8페이즈 / 2개 팬 / 285mm,583000
AXLE 지포스 GTX1060 D5 3GB DUAL,AXLE,vga,GTX1060,16,1506,1709,1152,3.0x16,5,8008,3,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 정격파워 400W 이상 / 전원부: 3페이즈 / 2개 팬 / 220mm,294410
GIGABYTE 지포스 GTX1060 AORUS D5 6GB,GIGABYTE,vga,GTX1060,16,1607,1835,1280,3.0x16,5,8008,6,192,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 400W 이상 / 전원부: 7페이즈 / 3개 팬 / 280mm / 백플레이트 / LED 라이트 / RGB FUSION,699990
GAINWARD 지포스 GTX1050 Ti 게이머 스피릿 D5 4GB 디앤디컴,GAINWARD,vga,GTX1050Ti,14,1290,1392,768,3.0x16,5,7000,4,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 300W 이상 / 전원부: 3페이즈 / 1개 팬 / 161mm,175000
GIGABYTE 지포스 GTX1080 G1.Gaming D5X 8GB,GIGABYTE,vga,GTX1080,16,1695,1835,2560,3.0x16,5,10010,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 500W 이상 / 전원부: 10페이즈 / 3개 팬 / 286mm / LED 라이트 / RGB FUSION,1123720
이엠텍 XENON 지포스 GTX1080 STORM X Dual OC D5X 8GB,이엠텍,vga,GTX1080,16,1620,1759,2560,3.0x16,5,10000,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 전원부: 6페이즈 / 2개 팬 / 252mm,869000
리드텍 쿼드로 P6000 D5X 24GB ABKO,리드텍,vga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3840개 / PCIe3.0x16 / GDDR5X(DDR5X) / 24GB / 384-bit / DVI / DP / 최대 250W / 1개 팬 / 267mm,6400000
MSI 지포스 GTX1060 아머 OC D5 6GB,MSI,vga,GTX1060,16,1544,1759,1280,3.0x16,5,8000,6,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 정격파워 400W 이상 / 전원부: 6페이즈 / 2개 팬 / 279mm,322900
MSI 지포스 GTX1060 D5 3GB 윈드스톰,MSI,vga,GTX1060,16,1506,1708,1152,3.0x16,5,8008,3,192,DVI / HDMI / DP / 최대 모니터 3개 / 최대 120W / 정격파워 400W 이상 / 2개 팬 / 243mm,237900
갤럭시 GALAX 지포스 GTX1050 OC D5 2GB LP,갤럭시,vga,GTX1050,14,1366,1468,640,3.0x16,5,7008,2,128,DVI / HDMI / DP / 최대 75W / 정격파워 300W 이상 / 전원부: 3페이즈 / 2개 팬 / 166mm,152000
PowerColor 라데온 RX 550 OC D5 2GB 레드드래곤 디앤디컴,PowerColor,vga,RX550,14,NA,1190,512,NA,NA,7000,2,128,DVI / HDMI / DP / 최대 모니터 3개 / 정격파워 400W 이상 / 전원부: 2페이즈 / 1개 팬 / 144mm,111000
ASRock Phantom Gaming X 라데온 RX 580 OC D5 8GB 디앤디컴,ASRock,vga,RX580,14,1380,1435,2304,3.0x16,5,8000,8,256,DVI / HDMI / DP / 최대 모니터 5개 / 전원부: 6페이즈 / 2개 팬 / 278.8mm,510000
PALIT 지포스 GTX1070 Super JETSTREAM D5 8GB,PALIT,vga,GTX1070,16,1632,1835,1920,3.0x16,5,8000,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대170W / 정격파워 500W 이상 / 전원부: 9페이즈 / 2개 팬 / 285mm / 백플레이트 / LED 라이트 / RGB LIGHTING,569260
이엠텍 XENON 지포스 GT1030 HDMI 2.0 D5 2GB,이엠텍,vga,GT1030,14,1227,1468,384,3.0x4,5,6000,2,64,DVI / HDMI / 최대 모니터 2개 / 최대 30W / 정격파워 300W 이상 / 전원부: 2페이즈 / 1개 팬 / 145mm,105880
COLORFUL 지포스 GTX1060 iGame U-TOP D5 6GB,COLORFUL,vga,GTX1060,16,1594,1809,1280,3.0x16,5,8008,6,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 전원부: 8페이즈 / 3개 팬 / 302mm,336720
COLORFUL 지포스 GTX1070 iGame U-TOP D5 8GB,COLORFUL,vga,GTX1070,16,1569,1759,1920,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 150W / 전원부: 8페이즈 / 3개 팬 / 302mm,584360
GIGABYTE 지포스 GTX1070 Ti AORUS D5 8GB,GIGABYTE,vga,GTX1070Ti,16,1607,1683,2432,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 500W 이상 / 전원부: 8페이즈 / 3개 팬 / 280mm / 백플레이트 / LED 라이트 / RGB FUSION,855560
갤럭시 BOY 지포스 GTX1050 OC D5 2GB,갤럭시,vga,GTX1050,14,1366,1468,640,3.0x16,5,7008,2,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 300W 이상 / 전원부: 3페이즈 / 1개 팬 / 181mm,137300
갤럭시 GALAX 지포스 GTX1070 Ti EX D5 8GB,갤럭시,vga,GTX1070Ti,16,1607,1683,2432,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 전원부: 7페이즈 / 2개 팬 / 296mm / 백플레이트,670000
갤럭시 GALAX 지포스 GTX1070 개간지 EXOC D5 8GB Black Edition,갤럭시,vga,GTX1070,16,1594,1784,1920,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 150W / 정격파워 500W 이상 / 전원부: 7페이즈 / 2개 팬 / 296mm / 백플레이트 / LED 라이트,628900
COLORFUL iGAME 지포스 GTX1070 Ti VULCAN X TOP D5 8GB,COLORFUL,vga,GTX1070Ti,16,1607,1683,2432,3.0x16,5,8000,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 전원부: 12+2페이즈 / 3개 팬 / 322mm / 백플레이트 / LCD 모니터링 / LED 라이트,599000
GIGABYTE 지포스 GTX1060 G1.Gaming D5 3GB,GIGABYTE,vga,GTX1060,16,1594,1809,1152,3.0x16,5,8008,3,192,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 400W 이상 / 전원부: 7페이즈 / 2개 팬 / 278mm,317000
PALIT 지포스 GTX1060 STORM X D5 3GB,PALIT,vga,GTX1060,16,1506,1708,1152,3.0x16,5,8000,3,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 정격파워 400W 이상 / 전원부: 4페이즈 / 1개 팬 / 252mm,230810
GIGABYTE 지포스 GTX1050 Ti G1.Gaming D5 4GB,GIGABYTE,vga,GTX1050Ti,14,1366,1480,768,3.0x16,5,7008,4,128,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 300W 이상 / 전원부: 5페이즈 / 2개 팬 / 219mm,247000
이엠텍 HV 지포스 GTX1060 OC D5 3GB,이엠텍,vga,GTX1060,16,1518,1734,1152,3.0x16,5,NA,3,192,DVI / HDMI / DP / 최대 모니터 3개 / 최대 120W / 정격파워 400W 이상 / 전원부: 4페이즈 / 2개 팬 / 235mm,371110
갤럭시 GALAX 지포스 GTX1070 EXOC D5 8GB G美,갤럭시,vga,GTX1070,16,1518,1708,1920,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 150W / 정격파워 500W 이상 / 전원부: 7페이즈 / 2개 팬 / 282mm / LED 라이트,584990
이엠텍 HV 지포스 GTX1060 WHITE MONSTER D5 3GB,이엠텍,vga,GTX1060,16,1506,1708,1152,3.0x16,5,8000,3,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 정격파워 400W 이상 / 전원부: 4페이즈 / 2개 팬 / 248mm / 백플레이트 / LED 라이트,306790
갤럭시 GALAX 지포스 GTX1070 OC GBIBLE D5 8GB,갤럭시,vga,GTX1070,16,1518,1708,1920,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 150W / 정격파워 500W 이상 / 전원부: 5페이즈 / 2개 팬 / 181mm,700000
리드텍 WinFast 지포스 GTX1070 Ti HURRICANE D5 8GB,리드텍,vga,GTX1070Ti,16,1607,1683,2432,NA,NA,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 전원부: 6페이즈 / 3개 팬 / 294mm / 백플레이트 / LED 라이트,879000
SAPPHIRE 라데온 RX 570 NITRO+ OC D5 4GB Dual-X,SAPPHIRE,vga,RX570,14,NA,1340,2048,3.0x16,5,7000,4,256,DVI / HDMI / DP / 최대 모니터 5개 / 최대 195W / 정격파워 500W 이상 / 전원부: 6페이즈 / 2개 팬 / 260mm / 백플레이트 / LED 라이트,482180
COLORFUL iGAME 지포스 GTX1070 Ti VULCAN U-TOP D5 8GB,COLORFUL,vga,GTX1070Ti,16,1607,1683,2432,NA,NA,NA,8,256,DVI / HDMI / DP / 최대 180W / 전원부: 10페이즈 / 3개 팬 / 305mm / 백플레이트 / LED 라이트,632000
PALIT 지포스 GTX1070 DUAL D5 8GB,PALIT,vga,GTX1070,NA,1506,1683,1920,3.0x16,5,8000,8,256,DVI / HDMI / DP / 최대 150W / 정격파워 500W 이상 / 2개 팬 / 252mm,570950
갤럭시 GALAX Hall Of Fame SLI 브릿지 대교 6,갤럭시,vga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Way,39540
갤럭시 BOY 지포스 GTX1070 OC D5 8GB,갤럭시,vga,GTX1070,16,1594,1784,1920,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 150W / 정격파워 500W 이상 / 전원부: 7페이즈 / 2개 팬 / 296mm / 백플레이트 / LED 라이트,626990
SAPPHIRE 라데온 RX 570 NITRO+ OC D5 8GB Dual-X,SAPPHIRE,vga,RX570,14,NA,1340,2048,3.0x16,5,7000,8,256,DVI / HDMI / DP / 최대 모니터 5개 / 최대 195W / 정격파워 500W 이상 / 전원부: 6페이즈 / 2개 팬 / 260mm / 백플레이트 / LED 라이트,862510
EVGA 지포스 GTX1060 SC GAMING D5 6GB,EVGA,vga,GTX1060,16,1607,1835,1280,3.0x16,5,8008,6,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 정격파워 400W 이상 / 전원부: 4페이즈 / 1개 팬 / 172.72mm,450000
MSI 지포스 GTX1070 Ti 티타늄 D5 8GB 트윈프로져6,MSI,vga,GTX1070Ti,16,1607,1683,2432,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 전원부: 10페이즈 / 2개 팬 / 279mm / 백플레이트 / LED 라이트,857590
GIGABYTE 지포스 GTX1070 AORUS D5 8GB,GIGABYTE,vga,GTX1070,16,1607,1797,1920,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 500W 이상 / 전원부: 12페이즈 / 3개 팬 / 287mm / 백플레이트 / LED 라이트 / RGB FUSION,724390
갤럭시 BOY 지포스 RTX 2070 SG Edition D6 8GB,갤럭시,vga,RTX2070,12,1620,1830,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 215W / 정격파워 550W 이상 / 전원부: 8페이즈 / 3개 팬 / 308mm / 백플레이트 / LED 라이트,823100
COLORFUL 지포스 GTX1060 iGame U-TOP OC D5 3GB,COLORFUL,vga,GTX1060,16,1594,1809,1152,3.0x16,5,8008,3,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 전원부: 8페이즈 / 3개 팬 / 300mm,514190
